CONSECUTIVO;LETRA;CATALOG_KEY;NOMBRE;CAPITULO
5829;M;M75;LESIONES DEL HOMBRO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5830;M;M750;CAPSULITIS ADHESIVA DEL HOMBRO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5831;M;M751;SÍNDROME DEL MANGUITO ROTATORIO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5832;M;M752;TENDINITIS DEL BÍCEPS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5833;M;M753;TENDINITIS CALCIFICANTE DEL HOMBRO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5834;M;M754;SÍNDROME DE ABDUCCIÓN DOLOROSA DEL HOMBRO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5835;M;M755;BURSITIS DEL HOMBRO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5836;M;M756;DESGARRO DEL LABRUM DE LA ARTICULACIÓN DEGENERATIVA DEL HOMBRO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5837;M;M758;OTRAS LESIONES DEL HOMBRO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5838;M;M759;LESIÓN DEL HOMBRO, NO ESPECIFICADA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5839;M;M76;ENTESOPATÍAS DEL MIEMBRO INFERIOR, EXCLUIDO EL PIE;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5840;M;M760;TENDINITIS DEL GLÚTEO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5841;M;M761;TENDINITIS DEL PSOAS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5842;M;M762;ESPOLÓN DE LA CRESTA ILIACA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5843;M;M763;SÍNDROME DEL TENDÓN DEL TENSOR DE LA FASCIA LATA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5844;M;M764;BURSITIS TIBIAL COLATERAL [PELLEGRINI-STIEDA];ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5845;M;M765;TENDINITIS ROTULIANA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5846;M;M766;TENDINITIS AQUILIANA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5847;M;M767;TENDINITIS PERONEAL;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5848;M;M768;OTRAS ENTESOPATÍAS DEL MIEMBRO INFERIOR, EXCLUIDO EL PIE;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5849;M;M769;ENTESOPATÍA DEL MIEMBRO INFERIOR, NO ESPECIFICADA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5850;M;M77;OTRAS ENTESOPATÍAS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5851;M;M770;EPICONDILITIS MEDIA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5852;M;M771;EPICONDILITIS LATERAL;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5853;M;M772;PERIARTRITIS DE LA MUÑECA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5854;M;M773;ESPOLÓN CALCÁNEO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5855;M;M774;METATARSALGIA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5856;M;M775;OTRAS ENTESOPATÍAS DEL PIE;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5857;M;M778;OTRAS ENTESOPATÍAS, NO CLASIFICADAS EN OTRA PARTE;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5858;M;M779;ENTESOPATÍA, NO ESPECIFICADA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5859;M;M79;OTROS TRASTORNOS DE LOS TEJIDOS BLANDOS, NO CLASIFICADOS EN OTRA PARTE;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5860;M;M790;REUMATISMO, NO ESPECIFICADO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5861;M;M791;MIALGIA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5862;M;M792;NEURALGIA Y NEURITIS, NO ESPECIFICADAS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5863;M;M793;PANICULITIS, NO ESPECIFICADA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5864;M;M794;HIPERTROFIA DE PAQUETE ADIPOSO (INFRARROTULIANO);ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5865;M;M795;CUERPO EXTRAÑO RESIDUAL EN TEJIDO BLANDO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5866;M;M796;DOLOR EN MIEMBRO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5867;M;M797;FIBROMIALGIA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5868;M;M798;OTROS TRASTORNOS ESPECIFICADOS DE LOS TEJIDOS BLANDOS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5869;M;M799;TRASTORNO DE LOS TEJIDOS BLANDOS, NO ESPECIFICADO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5870;M;M80;OSTEOPOROSIS CON FRACTURA PATOLÓGICA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5871;M;M800;OSTEOPOROSIS POSTMENOPÁUSICA, CON FRACTURA PATOLÓGICA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5872;M;M801;OSTEOPOROSIS POSTOOFORECTOMÍA, CON FRACTURA PATOLÓGICA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5873;M;M802;OSTEOPOROSIS POR DESUSO, CON FRACTURA PATOLÓGICA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5874;M;M803;OSTEOPOROSIS POR MALABSORCIÓN POSTQUIRÚRGICA, CON FRACTURA PATOLÓGICA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5875;M;M804;OSTEOPOROSIS INDUCIDA POR DROGAS, CON FRACTURA PATOLÓGICA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5876;M;M805;OSTEOPOROSIS IDIOPÁTICA, CON FRACTURA PATOLÓGICA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5877;M;M808;OTRAS OSTEOPOROSIS, CON FRACTURA PATOLÓGICA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5878;M;M809;OSTEOPOROSIS NO ESPECIFICADA, CON FRACTURA PATOLÓGICA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5879;M;M81;OSTEOPOROSIS SIN FRACTURA PATOLÓGICA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5880;M;M810;OSTEOPOROSIS POSTMENOPÁUSICA, SIN FRACTURA PATOLÓGICA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5881;M;M811;OSTEOPOROSIS POSTOOFORECTOMÍA, SIN FRACTURA PATOLÓGICA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5882;M;M812;OSTEOPOROSIS POR DESUSO, SIN FRACTURA PATOLÓGICA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5883;M;M813;OSTEOPOROSIS POR MALABSORCIÓN POSTQUIRÚRGICA, SIN FRACTURA PATOLÓGICA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5884;M;M814;OSTEOPOROSIS INDUCIDA POR DROGAS, SIN FRACTURA PATOLÓGICA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5885;M;M815;OSTEOPOROSIS IDIOPÁTICA, SIN FRACTURA PATOLÓGICA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5886;M;M816;OSTEOPOROSIS LOCALIZADA [LEQUESNE], SIN FRACTURA PATOLÓGICA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5887;M;M818;OTRAS OSTEOPOROSIS, SIN FRACTURA PATOLÓGICA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5888;M;M819;OSTEOPOROSIS NO ESPECIFICADA, SIN FRACTURA PATOLÓGICA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5889;M;M82;OSTEOPOROSIS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5890;M;M820;OSTEOPOROSIS EN MIELOMATOSIS MÚLTIPLE;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5891;M;M821;OSTEOPOROSIS EN TRASTORNOS ENDOCRINOS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5892;M;M828;OSTEOPOROSIS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5893;M;M83;OSTEOMALACIA DEL ADULTO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5894;M;M830;OSTEOMALACIA PUERPERAL;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5895;M;M831;OSTEOMALACIA SENIL;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5896;M;M832;OSTEOMALACIA DEL ADULTO DEBIDA A MALABSORCIÓN;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5897;M;M833;OSTEOMALACIA DEL ADULTO DEBIDA A DESNUTRICIÓN;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5898;M;M834;ENFERMEDAD DE LOS HUESOS POR ALUMINIO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5899;M;M835;OTRAS OSTEOMALACIAS DEL ADULTO INDUCIDAS POR DROGAS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5900;M;M838;OTRAS OSTEOMALACIAS DEL ADULTO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5901;M;M839;OSTEOMALACIA DEL ADULTO, NO ESPECIFICADA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5902;M;M84;TRASTORNOS DE LA CONTINUIDAD DEL HUESO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5903;M;M840;CONSOLIDACIÓN DEFECTUOSA DE FRACTURA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5904;M;M841;FALTA DE CONSOLIDACIÓN DE FRACTURA [SEUDOARTROSIS];ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5905;M;M842;CONSOLIDACIÓN RETARDADA DE FRACTURA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5906;M;M843;FRACTURA POR TENSIÓN, NO CLASIFICADA EN OTRA PARTE;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5907;M;M844;FRACTURA PATOLÓGICA, NO CLASIFICADA EN OTRA PARTE;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5908;M;M848;OTROS TRASTORNOS DE LA CONTINUIDAD DEL HUESO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5909;M;M849;TRASTORNO DE LA CONTINUIDAD DEL HUESO, NO ESPECIFICADO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5910;M;M85;OTROS TRASTORNOS DE LA DENSIDAD Y DE LA ESTRUCTURA ÓSEAS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5911;M;M850;DISPLASIA FIBROSA (MONOSTÓTICA);ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5912;M;M851;FLUOROSIS DEL ESQUELETO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5913;M;M852;HIPEROSTOSIS DEL CRÁNEO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5914;M;M853;OSTEÍTIS CONDENSANTE;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5915;M;M854;QUISTE ÓSEO SOLITARIO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5916;M;M855;QUISTE ÓSEO ANEURISMÁTICO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5917;M;M856;OTROS QUISTES ÓSEOS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5918;M;M858;OTROS TRASTORNOS ESPECIFICADOS DE LA DENSIDAD Y DE LA ESTRUCTURA ÓSEAS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5919;M;M859;TRASTORNO DE LA DENSIDAD Y DE LA ESTRUCTURA ÓSEAS, NO ESPECIFICADO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5920;M;M86;OSTEOMIELITIS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5921;M;M860;OSTEOMIELITIS HEMATÓGENA AGUDA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5922;M;M861;OTRAS OSTEOMIELITIS AGUDAS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5923;M;M862;OSTEOMIELITIS SUBAGUDA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5924;M;M863;OSTEOMIELITIS MULTIFOCAL CRÓNICA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5925;M;M864;OSTEOMIELITIS CRÓNICA CON DRENAJE DEL SENO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5926;M;M865;OTRAS OSTEOMIELITIS HEMATÓGENAS CRÓNICAS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5927;M;M866;OTRAS OSTEOMIELITIS CRÓNICAS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5928;M;M868;OTRAS OSTEOMIELITIS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5929;M;M869;OSTEOMIELITIS, NO ESPECIFICADA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5930;M;M87;OSTEONECROSIS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5931;M;M870;NECROSIS ASÉPTICA IDIOPÁTICA ÓSEA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5932;M;M871;OSTEONECROSIS DEBIDA A DROGAS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5933;M;M872;OSTEONECROSIS DEBIDA A TRAUMATISMO PREVIO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5934;M;M873;OTRAS OSTEONECROSIS SECUNDARIAS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5935;M;M878;OTRAS OSTEONECROSIS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5936;M;M879;OSTEONECROSIS, NO ESPECIFICADA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5937;M;M88;ENFERMEDAD DE PAGET DE LOS HUESOS [OSTEÍTIS DEFORMANTE];ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5938;M;M880;ENFERMEDAD DE PAGET DEL CRÁNEO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5939;M;M888;ENFERMEDAD DE PAGET DE OTROS HUESOS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5940;M;M889;ENFERMEDAD ÓSEA DE PAGET, HUESOS NO ESPECIFICADOS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5941;M;M89;OTROS TRASTORNOS DEL HUESO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5942;M;M890;ALGONEURODISTROFIA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5943;M;M891;DETENCIÓN DEL CRECIMIENTO EPIFISARIO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5944;M;M892;OTROS TRASTORNOS DEL DESARROLLO Y CRECIMIENTO ÓSEO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5945;M;M893;HIPERTROFIA DEL HUESO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5946;M;M894;OTRAS OSTEOARTROPATIAS HIPERTRÓFICAS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5947;M;M895;OSTEÓLISIS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5948;M;M896;OSTEOPATÍA A CONSECUENCIA DE POLIOMIELITIS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5949;M;M898;OTROS TRASTORNOS ESPECIFICADOS DEL HUESO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5950;M;M899;TRASTORNO DEL HUESO, NO ESPECIFICADO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5951;M;M90;OSTEOPATÍAS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5952;M;M900;TUBERCULOSIS ÓSEA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5953;M;M901;PERIOSTITIS EN OTRAS ENFERMEDADES INFECCIOSAS CLASIFICADAS EN OTRA PARTE;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5954;M;M902;OSTEOPATÍA EN OTRAS ENFERMEDADES INFECCIOSAS CLASIFICADAS EN OTRA PARTE;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5955;M;M903;OSTEONECROSIS EN LA ENFERMEDAD CAUSADA POR DESCOMPRESIÓN;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5956;M;M904;OSTEONECROSIS DEBIDA A HEMOGLOBINOPATÍA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5957;M;M905;OSTEONECROSIS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5958;M;M906;OSTEÍTIS DEFORMANTE EN ENFERMEDAD NEOPLÁSICA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5959;M;M907;FRACTURA ÓSEA EN ENFERMEDAD NEOPLÁSICA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5960;M;M908;OSTEOPATÍA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5961;M;M91;OSTEOCONDROSIS JUVENIL DE LA CADERA Y DE LA PELVIS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5962;M;M910;OSTEOCONDROSIS JUVENIL DE LA PELVIS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5963;M;M911;OSTEOCONDROSIS JUVENIL DE LA CABEZA DEL FÉMUR [LEGG-CALVÉ-PERTHES];ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5964;M;M912;COXA PLANA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5965;M;M913;PSEUDOCOXALGIA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5966;M;M918;OTRAS OSTEOCONDROSIS JUVENILES DE LA CADERA Y DE LA PELVIS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5967;M;M919;OSTEOCONDROSIS JUVENIL DE LA CADERA Y DE LA PELVIS, SIN OTRA ESPECIFICACIÓN;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5968;M;M92;OTRAS OSTEOCONDROSIS JUVENILES;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5969;M;M920;OSTEOCONDROSIS JUVENIL DEL HUMERO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5970;M;M921;OSTEOCONDROSIS JUVENIL DEL CÚBITO Y DEL RADIO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5971;M;M922;OSTEOCONDROSIS JUVENIL DE LA MANO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5972;M;M923;OTRAS OSTEOCONDROSIS JUVENILES DEL MIEMBRO SUPERIOR;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5973;M;M924;OSTEOCONDROSIS JUVENIL DE LA RÓTULA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5974;M;M925;OSTEOCONDROSIS JUVENIL DE LA TIBIA Y DEL PERONÉ;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5975;M;M926;OSTEOCONDROSIS JUVENIL DEL TARSO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5976;M;M927;OSTEOCONDROSIS JUVENIL DEL METATARSO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5977;M;M928;OTRAS OSTEOCONDROSIS JUVENILES ESPECIFICADAS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5978;M;M929;OSTEOCONDROSIS JUVENIL, NO ESPECIFICADA;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5979;M;M93;OTRAS OSTEOCONDROPATÍAS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5980;M;M930;DESLIZAMIENTO DE LA EPÍFISIS FEMORAL SUPERIOR (NO TRAUMÁTICO);ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5981;M;M931;ENFERMEDAD DE KIENBÖCK DEL ADULTO;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5982;M;M932;OSTEOCONDRITIS DISECANTE;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
5983;M;M938;OTRAS OSTEOCONDROPATÍAS ESPECIFICADAS;ENFERMEDADES DEL SISTEMA OSTEOMUSCULAR Y DEL TEJIDO CONJUNTIVO
